id,vintage_year,monthly_installment,loan_balance,bureau_score,num_bankrupt_iva,time_since_bankrupt,num_ccj,time_since_ccj,ccj_amount,num_bankrupt,num_iva,min_months_since_bankrupt,pl_flag,region,ltv,arrears_months,origination_date,maturity_date,repayment_type,arrears_status,arrears_segment,mob,remaining_mat,loan_term,live_status,repaid_status,month,arrears_event,bankrupt_event,term_expiry_event,worst_arrears_status,max_arrears_12m,recent_arrears_date,months_since_2mia,avg_mia_6m,max_arrears_bal_6m,max_mia_6m,avg_bal_6m,avg_bureau_score_6m,cc_util,annual_income,emp_length,months_since_recent_cc_delinq
5252710,2006,218.2,125401.41,406,0,0,0,0,0,0,0,0,0,r_h,0.9391,0,23-02-2006,28-02-2035,Non-IO,1,1,115,233,29,1,0,9,1,0,0,1,0,,,0,-218,0,125526,264,0.5557,38734,3,12
2425429,2005,226,29211.8,469,0,0,0,0,0,0,0,0,0,r_g,0.4817,0,27-10-2005,31-10-2030,Non-IO,1,1,119,181,25,1,0,9,0,0,0,1,0,,,0,-30,0,29594,456,0.544,83592,9,5
7134595,2007,721.74,99138.37,119,0,0,0,0,0,0,0,0,1,r_e,0.1854,0,22-05-2007,31-05-2032,Non-IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,0,0,100264,176,0.8329,73870,9,7
6063761,2005,641.37,81090.98,518,0,0,0,0,0,0,0,0,0,r_g,0.6634,0,30-03-2005,31-03-2030,Non-IO,1,1,126,174,25,1,0,9,0,0,0,1,0,,,0,-496,0,82256,504,0.5132,40768,6,7
5705263,2005,551.16,95579.7,561,0,0,0,0,0,0,0,0,0,r_e,0.276,0,20-06-2005,30-06-2040,Non-IO,1,1,123,297,35,1,0,9,0,0,0,1,0,,,0,-2658,0,96420,560,0.3757,72084,6,13
5130189,2002,179.2,13311.42,361,0,0,0,0,0,0,0,0,0,r_m,0.1167,0,19-12-2002,31-12-2027,Non-IO,1,1,153,147,25,1,0,9,0,0,0,1,0,,,0,-6206,0,14178,362,0.6253,94446,6,10
7172370,2005,771.56,172139.71,514,0,0,0,0,0,0,0,0,0,r_b,0.8239,0,10-08-2005,31-08-2040,Non-IO,1,1,121,299,35,1,0,9,0,0,0,1,0,,,0,0,0,172562,518,0.5079,62250,4,4
2451709,2006,445.4,79204.01,473,0,0,0,0,0,0,0,0,1,r_c,0.8025,0,18-07-2006,31-07-2041,Non-IO,1,1,110,310,35,1,0,9,0,0,0,1,0,,,0,-770,0,79658,468,0.4512,79296,10,3
4564543,2006,1056.22,154142.51,356,1,65,0,0,0,1,0,65,0,r_c,1.0211,0,18-12-2006,31-12-2033,Non-IO,1,1,105,219,27,1,0,9,0,0,0,1,0,,,0,-230,0,155668,348,0.5989,43677,6,7
7501286,2003,651.7,71529.58,334,1,51,1,51,0,0,1,0,0,r_c,0.4295,0.129814332,25-06-2003,30-06-2027,Non-IO,2,1,147,141,24,1,0,9,0,0,0,1,0.897038515,,,0,-268,0,72304,356,0.9229,38600,3,4
7809718,2005,146.13,36685.73,343,0,0,0,0,0,0,0,0,1,r_g,0.97,0,04-07-2005,31-07-2030,IO,1,1,122,178,25,1,0,9,0,0,0,1,0,,,0,-30,0,36684,446,0.2242,77889,5,14
3741667,2005,931.26,147849.22,380,0,0,0,0,0,0,0,0,1,r_d,0.5838,0,15-09-2005,30-09-2036,Non-IO,1,1,120,252,31,1,0,9,0,0,0,1,0,,,0,0,0,149040,394,0.63,76731,9,8
4535656,2003,387.3,102889.71,318,0,0,1,65,16380,0,0,0,0,r_e,0.3653,0.079783114,02-07-2003,31-07-2028,IO,2,1,146,154,25,1,0,9,0,0,0,1,0.814872192,,,0,212,0,102956,266,0.446,67975,9,7
6317615,2007,448.49,81019.68,195,0,0,0,0,0,0,0,0,1,r_c,0.8336,0,08-05-2007,31-05-2042,Non-IO,1,1,100,320,35,1,0,9,0,0,0,1,0,,,0,-724,0,81458,186,0.379,52699,1,13
8382476,2006,532.4,94252.51,375,0,0,0,0,0,0,0,0,1,r_c,0.7582,0,22-02-2006,28-02-2041,Non-IO,1,1,115,305,35,1,0,9,0,0,0,1,0,,,0,0,0,94798,376,0.3228,95729,7,11
5028198,2005,1332.69,154456.8,446,0,0,0,0,0,0,0,0,1,r_f,0.5354,0,28-09-2005,30-09-2028,Non-IO,1,1,120,156,23,1,0,9,0,0,0,1,0,,,0,0,0,156952,402,0.5354,79764,10,3
5941201,2007,715.9,95496.38,141,0,0,2,3,9530,0,0,0,1,r_g,0.8507,0,12-04-2007,30-04-2032,Non-IO,1,1,101,199,25,1,0,9,0,0,0,2,1.484173767,,,0,246,0,96774,130,0.8905,64891,4,7
3823552,2005,811.7,197744.22,297,1,35,1,35,0,0,1,0,0,r_a,0.9182,0,17-10-2005,31-10-2032,IO,1,1,119,205,27,1,0,9,0,0,0,1,0,,,0,-5496,0,198420,298,0.3665,37983,1,16
3682722,2004,703.4,185883.99,505,0,0,0,0,0,0,0,0,0,r_f,0.5197,0,04-02-2004,28-02-2029,IO,1,1,139,161,25,1,0,9,0,0,0,1,0,,,0,-340,0,185876,466,0.4768,76864,4,3
1848311,2005,461.82,116138.43,307,0,0,0,0,0,0,0,0,1,r_d,0.7544,0,08-07-2005,31-07-2030,IO,1,1,122,178,25,1,0,9,0,0,0,1,0,,,0,0,0,116140,284,0.3814,83603,11,13
4940776,2003,673.6,52071.48,229,0,0,1,16,653,0,0,0,0,r_d,0.248,0,14-04-2003,30-04-2019,Non-IO,1,1,149,43,16,1,0,9,0,0,0,2,2.586846793,31-01-2015,8,0,-12,0,53768,198,0.4244,55706,8,6
2429741,2006,661.81,67241.82,499,0,0,0,0,0,0,0,0,0,r_e,0.2828,0,09-05-2006,31-05-2027,Non-IO,1,1,112,140,21,1,0,9,0,0,0,1,0,,,0,-4318,0,68932,418,0.8186,65944,8,3
1316778,2005,407.9,108203.09,470,0,0,0,0,0,0,0,0,0,r_f,0.5069,0,13-09-2005,30-09-2022,IO,1,1,120,84,17,1,0,9,0,0,0,1,0,,,0,-1840,0,108198,474,0.7312,59361,3,10
5952964,2007,536,74087.57,323,0,0,0,0,0,0,0,0,1,r_i,0.7765,0,30-05-2007,31-05-2032,Non-IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,0,0,74926,368,0.8046,40555,3,4
4699197,2006,267.9,47902.56,471,0,0,0,0,0,0,0,0,1,r_g,0.7646,0,09-08-2006,31-08-2041,Non-IO,1,1,109,311,35,1,0,9,0,0,0,1,0,,,0,-210,0,48170,448,0.383,84997,8,11
7555242,2005,790.86,101770.69,268,0,0,0,0,0,0,0,0,1,r_l,0.6281,0,26-10-2005,31-10-2030,Non-IO,1,1,119,181,25,1,0,9,0,0,0,1,0,,,0,0,0,103112,282,0.3791,69251,5,14
8431952,2005,325.9,37927.29,350,0,0,0,0,0,0,0,0,1,r_c,0.4715,0,27-09-2005,30-09-2028,Non-IO,1,1,120,156,23,1,0,9,0,0,0,1,0,,,0,0,0,38536,492,0.2616,47947,4,11
4221098,2006,1537.11,209038.72,208,0,0,1,16,8822,0,0,0,0,r_i,0.4537,1.78617015,09-05-2006,31-05-2031,Non-IO,2,2,112,188,25,1,0,9,0,0,0,2,2.579002153,31-07-2015,2,2,3946,2,211990,188,0.3912,68530,4,15
5099527,2006,262.15,35837.51,520,0,0,0,0,0,0,0,0,0,r_c,0.2252,0,17-11-2006,30-11-2031,Non-IO,1,1,106,194,25,1,0,9,0,0,0,1,0,,,0,0,0,36278,520,0.7773,67735,8,8
7092798,2005,548.8,62054.9,472,0,0,0,0,0,0,0,0,0,r_g,0.5702,0,04-01-2005,31-01-2028,Non-IO,1,1,128,148,23,1,0,9,0,0,0,1,0,,,0,0,0,63146,496,0.609,75187,10,7
1910209,2005,536.4,134661.65,464,0,0,0,0,0,0,0,0,1,r_b,0.8395,0,27-04-2005,30-04-2030,IO,1,1,125,175,25,1,0,9,0,0,0,1,0,,,0,-10,0,134658,470,0.2407,44660,4,14
9601371,2005,569.87,143047.4,411,1,42,1,42,0,0,1,0,0,r_e,0.4379,0,04-11-2005,30-11-2025,IO,1,1,118,122,20,1,0,9,0,0,0,1,0,,,0,-14,0,143042,426,0.2729,42463,3,16
3833057,2007,485.08,79915.97,276,0,0,0,0,0,0,0,0,0,r_i,0.6369,0,22-05-2007,31-05-2037,Non-IO,1,1,100,260,30,1,0,9,0,0,0,1,0,,,0,-482,0,80554,328,0.7729,81733,3,2
7171719,2004,703.8,53883.7,540,0,0,0,0,0,0,0,0,1,r_l,0.3695,0,13-04-2004,30-04-2023,Non-IO,1,1,137,91,19,1,0,9,0,0,0,1,0,,,0,0,0,55588,540,0.5239,63246,8,7
4936342,2007,652.8,117867.26,282,1,22,2,26,17884,1,0,22,1,r_m,0.7933,0,15-02-2007,28-02-2042,Non-IO,1,1,103,317,35,1,0,9,0,0,0,1,0,,,0,-274,0,118504,266,0.3065,51488,2,13
7897365,2006,350.4,56132.38,502,0,0,0,0,0,0,0,0,1,r_c,0.5831,0,01-11-2006,30-11-2036,Non-IO,1,1,106,254,30,1,0,9,0,0,0,1,0,,,0,-22,0,56574,440,0.5942,34169,4,4
9592828,2005,420.28,52583.18,477,0,0,0,0,0,0,0,0,1,r_i,0.59,0,24-03-2005,31-03-2030,Non-IO,1,1,126,174,25,1,0,9,0,0,0,1,0,,,0,-98,0,53332,482,0.4045,43261,5,9
6444874,2007,234.4,58669.11,454,0,0,0,0,0,0,0,0,1,r_i,0.9577,0,25-05-2007,31-05-2032,IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,-114,0,58516,464,0.2804,85158,11,15
1317948,2005,486.83,127534.34,286,0,0,4,52,19581,0,0,0,0,r_g,0.8171,0,28-06-2005,30-06-2018,IO,1,1,123,33,13,1,0,9,0,0,0,1,0,,,0,0,0,127550,250,0.6622,99099,12,2
3126447,2006,750.56,122569.63,352,0,0,0,0,0,0,0,0,0,r_c,0.7675,0,12-12-2006,31-12-2036,Non-IO,1,1,105,255,30,1,0,9,0,0,0,1,0,,,0,-1394,0,123568,346,0.4056,71356,8,3
5701893,2005,763.04,84699.66,490,0,0,0,0,0,0,0,0,0,r_b,0.345,0,01-06-2005,30-06-2035,IO,1,1,123,237,30,1,0,9,0,0,0,1,0,,,0,-83248,0,96828,502,0.5673,51156,5,7
2737041,2006,559.4,100028.26,494,0,0,0,0,0,0,0,0,1,r_l,0.7465,0,31-08-2006,31-08-2041,Non-IO,1,1,109,311,35,1,0,9,0,0,0,1,0,,,0,0,0,100588,488,0.7428,55501,10,9
5512049,2005,300.78,53486.58,,,,,,,,,,1,r_g,0.8612,0,25-05-2005,31-05-2040,Non-IO,1,1,124,296,35,1,0,9,0,0,0,1,0,,,0,0,0,53828,,0.4269,52303,2,4
2606697,2005,830.37,108209.96,496,0,0,0,0,0,0,0,0,1,r_l,0.8239,0,27-09-2005,30-09-2030,Non-IO,1,1,120,180,25,1,0,9,0,0,0,1,0,,,0,0,0,109672,526,0.485,88475,10,9
9912564,2005,548.75,36907,554,0,0,0,0,0,0,0,0,0,r_e,0.3999,0,28-04-2005,30-04-2022,Non-IO,1,1,125,79,17,1,0,9,0,0,0,1,0,,,0,-2,0,38354,534,0.3626,61377,4,11
3327422,2005,689.23,66844.86,520,0,0,0,0,0,0,0,0,1,r_g,0.7404,0,02-12-2005,31-12-2025,Non-IO,1,1,117,123,20,1,0,9,0,0,0,1,0,,,0,-368,0,68316,520,0.4399,58837,6,7
5228043,2006,381.4,60529.35,422,0,0,0,0,0,0,0,0,1,r_e,0.3145,0,27-07-2006,31-07-2036,Non-IO,1,1,110,250,30,1,0,9,0,0,0,1,0,,,0,0,0,61018,422,0.4994,65542,6,3
3054476,2005,268.94,34456.56,234,0,0,0,0,0,0,0,0,1,r_i,0.5746,0,04-11-2005,30-11-2030,Non-IO,1,1,118,182,25,1,0,9,1,0,0,1,0,,,0,0,0,34910,242,0.9255,72237,6,11
2946060,2006,521.76,53563.95,273,0,0,0,0,0,0,0,0,0,r_i,0.5863,0,19-07-2006,31-07-2026,Non-IO,1,1,110,130,20,1,0,9,0,0,0,1,0.990953695,,,0,516,0,54928,356,0.5047,78329,7,5
3753784,2007,369.86,50344.51,340,0,0,0,0,0,0,0,0,1,r_l,0.7844,0,11-04-2007,30-04-2032,Non-IO,1,1,101,199,25,1,0,9,0,0,0,1,0,,,0,0,0,50934,350,0.375,64549,5,10
2103225,2004,1684.1,211631,403,0,0,0,0,0,0,0,0,0,r_d,0.6079,0,09-09-2004,30-09-2029,Non-IO,1,1,132,168,25,1,0,9,0,0,0,1,0,,,0,-350,0,214692,502,0.2717,69469,10,14
3743439,2007,881.43,161787.35,,,,,,,,,,0,r_h,0.6758,0,04-05-2007,31-05-2032,Non-IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,0,0,164374,,0.1857,41344,5,11
4474493,2006,293.8,74471.71,237,0,0,0,0,0,0,0,0,1,r_g,0.9678,0,13-09-2006,30-09-2031,IO,1,1,108,192,25,1,0,9,0,0,0,1,0,,,0,0,0,74458,224,0.4442,43823,4,7
1991721,2005,565.1,86507.64,174,0,0,0,0,0,0,0,0,1,r_b,0.5827,0,18-10-2005,31-10-2035,Non-IO,1,1,119,241,30,1,0,9,0,0,0,1,0,,,0,-102,0,87268,202,0.3921,60206,10,11
3372104,2005,1441.94,170059.01,528,0,0,0,0,0,0,0,0,0,r_d,0.3563,0,13-01-2005,31-01-2030,Non-IO,1,1,128,172,25,1,0,9,0,0,0,1,0,,,0,-39898,0,172416,530,0.5891,67259,6,4
2471242,2006,455.5,61075.34,482,0,0,0,0,0,0,0,0,1,r_e,0.3936,0,04-08-2006,31-08-2031,Non-IO,1,1,109,191,25,1,0,9,0,0,0,1,0,,,0,0,0,61814,482,0.6624,53891,4,8
7889331,2006,678.3,171327.29,348,0,0,1,69,9550,0,0,0,0,r_f,0.6167,0,25-07-2006,31-07-2031,IO,1,1,110,190,25,1,0,9,0,0,0,1,0,,,0,-678,0,171300,314,0.6345,53303,1,8
3976036,2005,577.02,152248.55,314,1,45,1,45,0,0,1,0,0,r_a,1.0457,0,16-11-2005,30-11-2028,IO,1,1,118,158,23,1,0,9,0,0,0,1,0.826574469,,,0,476,0,152468,342,0.4292,71215,6,4
7766905,2006,911.95,240888.97,543,0,0,0,0,0,0,0,0,0,r_b,0.6867,0,23-02-2006,28-02-2021,IO,1,1,115,65,15,1,0,9,0,0,0,1,0,,,0,-222,0,240892,536,0.7904,62865,9,11
7666011,2006,987.36,161265.41,563,0,0,0,0,0,0,0,0,0,r_d,0.6905,0,18-10-2006,31-10-2036,Non-IO,1,1,107,253,30,1,0,9,0,0,0,1,0,,,0,0,0,162616,550,0.6036,60741,4,4
5168930,2007,837.13,222518.17,497,0,0,0,0,0,0,0,0,0,r_d,0.7224,1.543380359,04-01-2007,31-01-2020,IO,2,2,104,52,13,1,0,9,1,0,0,2,1.543380359,,,0,814,0,221390,502,0.8483,106892,4,7
4193714,2003,907.54,87202.81,318,0,0,0,0,0,0,0,0,0,r_h,0.7002,0,18-11-2003,30-11-2025,Non-IO,1,1,142,122,22,1,0,9,0,0,0,1,0,,,0,0,0,89212,278,0.461,55061,5,3
3884886,2005,459.48,59157.89,468,0,0,0,0,0,0,0,0,1,r_c,0.7032,0,01-11-2005,30-11-2030,Non-IO,1,1,118,182,25,1,0,9,0,0,0,1,0,,,0,0,0,59936,466,0.5159,47274,5,10
2699051,2005,516.61,136468.72,,,,,,,,,,0,r_c,0.7783,0,13-09-2005,30-09-2025,IO,1,1,120,120,20,1,0,9,0,0,0,1,0,,,0,-12504,0,136470,398,0.4202,69071,8,4
8879788,2006,296.1,28663.61,538,0,0,0,0,0,0,0,0,1,r_i,0.3916,0,10-04-2006,30-04-2036,Non-IO,1,1,113,247,30,1,0,9,0,0,0,1,0,,,0,-14044,0,30806,538,0.636,67670,10,10
6095005,2005,280.68,36283.08,308,0,0,0,0,0,0,0,0,1,r_a,0.5679,0,04-11-2005,30-11-2030,Non-IO,1,1,118,182,25,1,0,9,0,0,0,1,0,,,0,0,0,36754,308,0.3518,53258,5,15
8789301,2005,834.8,73348.69,278,0,0,0,0,0,0,0,0,1,r_i,0.5137,1.766962147,28-11-2005,30-11-2024,Non-IO,2,2,118,110,19,1,0,9,1,0,0,2,2.953413991,30-06-2015,3,2,2466,2,75562,286,0.6811,41828,3,9
2462337,2005,360.5,56140.47,516,0,0,0,0,0,0,0,0,1,r_l,0.7381,0,18-11-2005,30-11-2035,Non-IO,1,1,118,242,30,1,0,9,0,0,0,1,0,,,0,0,0,56616,506,0.2625,76713,8,12
1873590,2006,359.99,95121.12,306,0,0,0,0,0,0,0,0,0,r_e,0.3945,0,19-12-2006,31-12-2026,IO,1,1,105,135,20,1,0,9,0,0,0,1,0,,,0,-434,0,95122,306,0.3372,46278,4,12
2376386,2006,493.29,7185.4,517,0,0,0,0,0,0,0,0,0,r_e,0.3015,0,18-12-2006,31-12-2016,Non-IO,1,1,105,15,10,1,0,9,0,0,0,1,0,,,0,0,0,8806,516,0.528,87967,7,11
4049563,2004,79.77,21084.66,542,0,0,0,0,0,0,0,0,0,r_i,0.1392,0,16-11-2004,30-11-2029,IO,1,1,130,170,25,1,0,9,0,0,0,1,0,,,0,-2,0,21084,542,0.8173,44710,4,7
1062801,2006,346.04,61722.82,374,0,0,0,0,0,0,0,0,1,r_e,0.1508,0,20-09-2006,30-09-2041,Non-IO,1,1,108,312,35,1,0,9,0,0,0,1,0,,,0,-8,0,62066,400,0.6796,83565,7,4
2871364,2002,1011.6,18549.87,572,0,0,0,0,0,0,0,0,0,r_h,0.076,0,30-04-2002,30-04-2017,Non-IO,1,1,161,19,15,1,0,9,0,0,0,1,0,,,0,0,0,21824,566,0.4023,64341,10,3
2957269,2006,859.94,114286.13,343,1,63,0,0,0,1,0,63,0,r_c,0.7679,0,05-04-2006,30-04-2031,Non-IO,1,1,113,187,25,1,0,9,0,0,0,1,0,,,0,-32,0,115710,326,0.4106,63858,9,2
3096903,2005,459.5,115783.16,343,0,0,0,0,0,0,0,0,1,r_a,0.8563,0,13-12-2005,31-12-2030,IO,1,1,117,183,25,1,0,9,0,0,0,1,0,,,0,-328,0,115778,320,0.1868,51120,4,11
4019013,2005,422.46,41250.61,427,0,0,0,0,0,0,0,0,0,r_g,0.4813,0,25-08-2005,31-08-2030,Non-IO,1,1,121,179,25,1,0,9,0,0,0,1,0,,,0,-17796,0,41926,404,0.7407,69850,4,3
3461114,2005,585.1,91099.96,440,0,0,0,0,0,0,0,0,1,r_h,0.7049,0,22-11-2005,30-11-2035,Non-IO,1,1,118,242,30,1,0,9,0,0,0,1,0,,,0,-6,0,91872,440,0.4031,47712,2,5
9579301,2006,387.7,98962.7,205,0,0,0,0,0,0,0,0,1,r_l,0.898,1,13-07-2006,31-07-2036,IO,2,2,110,250,30,1,0,9,0,0,0,2,1,,,0,388,2,98682,198,0.8051,66875,7,10
7089380,2005,479.65,61028.24,539,0,0,0,0,0,0,0,0,1,r_e,0.3369,0,03-08-2005,31-08-2030,Non-IO,1,1,121,179,25,1,0,9,0,0,0,1,0,,,0,-366,0,61850,528,0.3419,50356,2,15
